,MARKET_TYPE,USER_TYPE,PRICE,AREA,ROOMS_NUM,BUILD_YEAR,FLOOR_NUMBER,BUILDING_FLOORS_NUM,BUILDING_MATERIAL,BUILDING_OWNERSHIP,BUILDING_TYPE,CONSTRUCTION_STATUS,EXTRAS_TYPES,WINDOWS_TYPE,HEATING,SECURITY_TYPES,PRICE_PER_M2,DISTANCE_FROM_CITY_CENTER_KM,RESIDENTIAL_AREA,DISTRICT
132,secondary,agency,950000.0,52.0,2,1970.0,floor_1,4.0,unknown,full_ownership,unknown,unknown,basement,plastic,urban,0,18269.23,0.32,Stare Miasto,Stare Miasto
133,secondary,agency,559000.0,54.0,3,1975.0,floor_3,16.0,other,co_operative_ownership,block,to_renovation,"balcony, basement, lift",plastic,urban,entryphone,10351.85,2.14,Plac Grunwaldzki,Śródmieście
134,secondary,agency,550000.0,53.9,2,1990.0,floor_7,7.0,other,co_operative_ownership,infill,unknown,"basement, lift",plastic,urban,entryphone,10204.08,1.37,Nadodrze,Śródmieście
135,secondary,agency,459900.0,43.5,2,1920.0,floor_3,3.0,unknown,full_ownership,tenement,unknown,basement,unknown,electrical,"anti_burglary_door, entryphone",10572.41,1.99,Ołbin,Śródmieście
136,secondary,agency,799000.0,59.83,2,1959.0,floor_3,4.0,brick,full_ownership,block,unknown,basement,plastic,urban,entryphone,13354.5,0.19,Stare Miasto,Stare Miasto
137,secondary,agency,467500.0,55.0,1,1939.0,floor_1,5.0,brick,full_ownership,tenement,ready_to_use,basement,unknown,gas,entryphone,8500.0,1.8,Ołbin,Śródmieście
138,secondary,agency,499000.0,50.0,2,1980.0,floor_4,5.0,unknown,full_ownership,block,unknown,separate_kitchen,unknown,urban,0,9980.0,2.22,Ołbin,Śródmieście
139,secondary,agency,479000.0,46.0,2,1980.0,floor_4,4.0,concrete_plate,full_ownership,block,unknown,"balcony, basement, separate_kitchen, usable_room",unknown,urban,0,10413.04,6.84,Psie Pole-Zawidawie,Psie Pole
140,secondary,agency,485000.0,54.0,3,,floor_4,4.0,concrete_plate,full_ownership,block,unknown,"balcony, basement",unknown,urban,entryphone,8981.48,3.84,Muchobór Mały,Fabryczna
141,secondary,agency,449000.0,51.5,2,1987.0,ground_floor,10.0,concrete_plate,full_ownership,block,to_renovation,"balcony, basement, lift",plastic,urban,entryphone,8718.45,4.86,Gądów-Popowice Południowe,Fabryczna
142,secondary,agency,529000.0,50.4,2,1990.0,ground_floor,4.0,concrete_plate,co_operative_ownership,block,ready_to_use,"balcony, basement",plastic,urban,"entryphone, roller_shutters",10496.03,5.27,Gądów-Popowice Południowe,Fabryczna
143,secondary,agency,659000.0,69.26,2,1930.0,floor_1,3.0,brick,full_ownership,tenement,ready_to_use,basement,plastic,gas,"anti_burglary_door, entryphone",9514.87,3.41,Gajowice,Fabryczna
144,secondary,private,330000.0,32.71,1,2001.0,ground_floor,3.0,breezeblock,full_ownership,block,ready_to_use,0,plastic,urban,"anti_burglary_door, closed_area, entryphone",10088.66,4.82,Wojszyce,Krzyki
145,secondary,agency,565000.0,76.18,5,1981.0,floor_2,10.0,concrete_plate,full_ownership,block,ready_to_use,"garage, lift, separate_kitchen",unknown,urban,0,7416.64,11.51,Leśnica,Fabryczna
146,secondary,agency,525000.0,58.03,3,1970.0,floor_4,4.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement, separate_kitchen",plastic,urban,entryphone,9047.04,2.46,Huby,Krzyki
147,primary,developer,672000.0,73.5,5,2023.0,floor_1,3.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,closed_area,9142.86,6.18,Swojczyce-Strachocin-Wojnów,Psie Pole
148,primary,developer,609580.0,42.04,2,2024.0,floor_3,5.0,unknown,full_ownership,unknown,to_completion,lift,unknown,unknown,0,14500.0,1.9,Ołbin,Śródmieście
149,primary,developer,543300.0,52.96,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10258.69,7.79,Żerniki,Fabryczna
150,secondary,private,429000.0,48.0,2,,floor_4,10.0,concrete_plate,co_operative_ownership_with_a_land_and_mortgage_registe,block,ready_to_use,"balcony, basement, lift, separate_kitchen",plastic,urban,"anti_burglary_door, entryphone",8937.5,2.76,Kleczków,Psie Pole
151,primary,agency,345103.0,31.51,2,2023.0,floor_4,4.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, garden, lift, terrace, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",10952.17,6.22,Jagodno,Krzyki
152,primary,agency,520600.0,58.12,4,2023.0,floor_3,5.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, garden, lift, terrace, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",8957.33,6.28,Jagodno,Krzyki
153,secondary,agency,850000.0,68.55,3,2018.0,floor_1,17.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift, terrace",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",12399.71,2.83,Tarnogaj,Krzyki
154,secondary,agency,650000.0,39.42,2,2016.0,floor_2,6.0,other,full_ownership,block,unknown,"balcony, garage, lift",plastic,urban,entryphone,16489.09,1.25,Nadodrze,Śródmieście
155,secondary,agency,855000.0,99.0,3,1900.0,floor_2,4.0,brick,unknown,tenement,unknown,"basement, separate_kitchen",plastic,gas,0,8636.36,1.55,Nadodrze,Śródmieście
156,secondary,agency,657000.0,74.0,3,1930.0,floor_3,4.0,brick,full_ownership,tenement,unknown,"balcony, basement, separate_kitchen",plastic,gas,0,8878.38,2.32,Plac Grunwaldzki,Śródmieście
157,secondary,agency,610000.0,60.0,3,1980.0,ground_floor,10.0,concrete_plate,unknown,block,ready_to_use,"basement, lift",unknown,urban,entryphone,10166.67,1.67,Przedmieście Świdnickie,Stare Miasto
158,secondary,agency,570000.0,60.0,4,1985.0,floor_1,10.0,unknown,unknown,unknown,unknown,"balcony, basement, terrace",unknown,unknown,0,9500.0,5.83,Pilczyce-Kozanów-Popowice Północne,Fabryczna
159,primary,agency,396000.0,28.3,1,2023.0,floor_5,7.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift, separate_kitchen",unknown,urban,entryphone,13992.93,2.06,Ołbin,Śródmieście
160,primary,agency,870000.0,95.0,4,2024.0,ground_floor,1.0,breezeblock,full_ownership,ribbon,unknown,"balcony, garage, garden, separate_kitchen",unknown,urban,0,9157.89,4.71,Tarnogaj,Krzyki
161,secondary,agency,679000.0,67.97,4,1930.0,floor_4,4.0,unknown,full_ownership,unknown,unknown,"basement, garage",unknown,unknown,0,9989.7,0.81,Nadodrze,Śródmieście
162,primary,agency,630816.0,65.71,3,2023.0,floor_2,2.0,silikat,full_ownership,block,unknown,"balcony, garage",plastic,urban,0,9600.0,7.33,Pilczyce-Kozanów-Popowice Północne,Fabryczna
163,primary,agency,537236.0,54.82,3,2023.0,ground_floor,2.0,silikat,full_ownership,block,unknown,"garage, garden, terrace",plastic,urban,0,9800.0,7.33,Pilczyce-Kozanów-Popowice Północne,Fabryczna
164,primary,agency,633410.0,65.3,3,2023.0,floor_1,2.0,silikat,full_ownership,block,unknown,"balcony, garage, separate_kitchen",plastic,urban,0,9700.0,7.33,Pilczyce-Kozanów-Popowice Północne,Fabryczna
165,secondary,agency,299000.0,39.0,2,1930.0,floor_3,3.0,unknown,full_ownership,unknown,unknown,"basement, separate_kitchen",plastic,gas,0,7666.67,7.48,Ołtaszyn,Krzyki
166,primary,agency,558695.0,58.81,3,2023.0,floor_2,2.0,silikat,full_ownership,block,unknown,"balcony, garage",plastic,urban,0,9500.0,7.33,Pilczyce-Kozanów-Popowice Północne,Fabryczna
167,primary,agency,631008.0,65.73,3,2023.0,floor_1,2.0,silikat,full_ownership,block,unknown,"balcony, garage",plastic,urban,0,9600.0,7.33,Pilczyce-Kozanów-Popowice Północne,Fabryczna
168,primary,agency,729440.0,75.2,4,2023.0,floor_2,2.0,silikat,full_ownership,block,unknown,balcony,plastic,urban,0,9700.0,7.33,Pilczyce-Kozanów-Popowice Północne,Fabryczna
169,primary,private,518648.0,49.87,2,,floor_1,2.0,breezeblock,full_ownership,apartment,to_completion,"balcony, garage",plastic,boiler_room,"closed_area, roller_shutters",10400.0,10.76,Leśnica,Fabryczna
170,secondary,private,398000.0,32.8,2,1975.0,floor_10,10.0,concrete,co_operative_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen",plastic,urban,entryphone,12134.15,0.91,Stare Miasto,Stare Miasto
171,secondary,private,479000.0,46.0,2,,floor_4,4.0,unknown,unknown,block,ready_to_use,"balcony, basement, separate_kitchen",unknown,urban,entryphone,10413.04,7.08,Psie Pole-Zawidawie,Psie Pole
172,secondary,agency,731000.0,91.0,3,2010.0,floor_2,2.0,unknown,full_ownership,block,ready_to_use,"balcony, garage, lift, separate_kitchen, two_storey",unknown,urban,"anti_burglary_door, closed_area, entryphone",8032.97,4.46,Gaj,Krzyki
173,secondary,agency,380000.0,33.0,2,1980.0,floor_2,10.0,unknown,co_operative_ownership,block,unknown,"lift, separate_kitchen",plastic,urban,0,11515.15,3.54,Szczepin,Stare Miasto
174,primary,agency,677300.0,52.1,3,2023.0,ground_floor,7.0,silikat,full_ownership,apartment,to_completion,"garage, garden, lift",unknown,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring",13000.0,1.14,Nadodrze,Śródmieście
175,secondary,agency,549000.0,35.44,2,2022.0,floor_1,8.0,unknown,full_ownership,block,unknown,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",15490.97,3.34,Szczepin,Stare Miasto
176,primary,agency,380000.0,21.52,1,2018.0,ground_floor,2.0,breezeblock,full_ownership,apartment,ready_to_use,"air_conditioning, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",17657.99,2.49,Przedmieście Oławskie,Krzyki
177,primary,developer,565565.0,59.0,3,2023.0,floor_2,6.0,unknown,full_ownership,unknown,to_completion,"garage, two_storey, balcony, lift",unknown,unknown,0,9585.85,3.8,Kleczków,Psie Pole
178,secondary,agency,398000.0,33.0,2,1975.0,floor_10,10.0,unknown,unknown,block,ready_to_use,"balcony, basement, lift, separate_kitchen, usable_room",plastic,urban,entryphone,12060.61,3.76,Tarnogaj,Krzyki
179,secondary,agency,399000.0,36.0,2,,floor_1,10.0,concrete_plate,full_ownership,block,unknown,"balcony, lift, usable_room",plastic,unknown,entryphone,11083.33,5.83,Pilczyce-Kozanów-Popowice Północne,Fabryczna
180,primary,agency,453388.0,49.09,3,2023.0,ground_floor,5.0,brick,full_ownership,block,to_completion,"garage, garden, lift, terrace, usable_room",plastic,urban,"anti_burglary_door, closed_area, entryphone",9235.85,5.09,Jagodno,Krzyki
181,secondary,agency,435000.0,50.5,3,1976.0,floor_9,11.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen",plastic,urban,"entryphone, monitoring",8613.86,3.37,Kleczków,Psie Pole
182,secondary,agency,890000.0,58.25,4,,floor_2,2.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,15278.97,6.45,Ołtaszyn,Krzyki
183,secondary,agency,634800.0,66.8,3,,floor_4,6.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,9502.99,1.71,Powstańców Śląskich,Krzyki
184,secondary,private,690000.0,72.0,4,,floor_2,4.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement",plastic,gas,entryphone,9583.33,1.99,Ołbin,Śródmieście
185,primary,developer,582420.0,57.1,3,2023.0,ground_floor,3.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,closed_area,10200.0,6.18,Swojczyce-Strachocin-Wojnów,Psie Pole
186,secondary,agency,455000.0,39.0,2,2019.0,ground_floor,2.0,silikat,full_ownership,apartment,ready_to_use,"basement, garage, lift, terrace",plastic,urban,0,11666.67,3.24,Muchobór Mały,Fabryczna
187,secondary,agency,530000.0,59.5,3,1985.0,floor_8,10.0,unknown,full_ownership,block,ready_to_use,"basement, garage, lift, separate_kitchen, usable_room",unknown,urban,0,8907.56,3.61,Osobowice-Rędzin,Psie Pole
188,secondary,agency,570000.0,55.66,4,1964.0,floor_1,5.0,unknown,full_ownership,block,to_renovation,balcony,unknown,urban,0,10240.75,0.57,Stare Miasto,Stare Miasto
189,secondary,agency,485000.0,54.0,3,,floor_4,4.0,concrete_plate,full_ownership,block,unknown,"balcony, basement",unknown,urban,entryphone,8981.48,3.82,Muchobór Mały,Fabryczna
190,primary,agency,445781.0,48.77,3,2023.0,ground_floor,5.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, garden, lift, terrace, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",9140.48,6.34,Jagodno,Krzyki
191,primary,agency,343393.0,40.0,2,2023.0,floor_2,4.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, garden, lift, terrace, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",8584.83,6.72,Jagodno,Krzyki
192,primary,developer,864012.0,64.72,3,2024.0,floor_4,5.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,13350.0,1.9,Ołbin,Śródmieście
193,secondary,agency,1100000.0,66.0,3,2017.0,floor_1,4.0,silikat,full_ownership,apartment,unknown,"garage, lift, separate_kitchen, terrace",unknown,urban,0,16666.67,12.97,Leśnica,Fabryczna
194,secondary,private,599000.0,37.0,2,2017.0,floor_6,13.0,unknown,full_ownership,apartment,ready_to_use,"balcony, lift",unknown,urban,"anti_burglary_door, closed_area, entryphone, monitoring",16189.19,2.91,Przedmieście Oławskie,Krzyki
195,primary,agency,792000.0,66.57,3,2023.0,floor_1,3.0,unknown,full_ownership,block,to_completion,"garage, lift",unknown,gas,0,11897.25,6.18,Oporów,Fabryczna
196,primary,developer,442221.0,49.3,2,2023.0,ground_floor,4.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,closed_area,8970.0,5.23,Polanowice-Poświętne-Ligota,Psie Pole
197,secondary,private,669300.0,46.0,2,2016.0,floor_2,4.0,other,full_ownership,block,ready_to_use,"balcony, lift, separate_kitchen",plastic,urban,"closed_area, entryphone, monitoring",14550.0,6.27,Swojczyce-Strachocin-Wojnów,Psie Pole
198,secondary,private,769000.0,61.0,2,1994.0,floor_5,6.0,brick,co_operative_ownership_with_a_land_and_mortgage_registe,infill,ready_to_use,"air_conditioning, balcony, basement, lift, separate_kitchen, usable_room",plastic,gas,"anti_burglary_door, entryphone",12606.56,1.16,Stare Miasto,Stare Miasto
199,primary,developer,802038.0,78.4,4,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10230.08,7.79,Żerniki,Fabryczna
200,primary,agency,557500.0,39.8,2,2023.0,ground_floor,7.0,silikat,full_ownership,apartment,to_completion,"garage, garden, lift",unknown,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",14007.54,1.14,Nadodrze,Śródmieście
201,secondary,private,860000.0,92.5,3,1920.0,floor_2,3.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement, garage, usable_room",plastic,gas,closed_area,9297.3,3.42,Borek,Krzyki
202,secondary,agency,420000.0,40.0,1,1997.0,floor_4,6.0,silikat,unknown,block,unknown,"basement, lift, separate_kitchen",unknown,urban,0,10500.0,0.91,Stare Miasto,Stare Miasto
203,secondary,agency,784499.0,73.4,4,2015.0,floor_2,8.0,unknown,full_ownership,apartment,ready_to_use,"balcony, lift",unknown,urban,"alarm, monitoring",10688.0,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
204,secondary,agency,467000.0,55.0,1,,floor_1,4.0,brick,unknown,tenement,unknown,"basement, separate_kitchen",unknown,gas,0,8490.91,0.91,Stare Miasto,Stare Miasto
205,secondary,agency,530000.0,50.0,2,2008.0,floor_3,6.0,silikat,full_ownership,block,ready_to_use,"balcony, garage",plastic,urban,"anti_burglary_door, entryphone",10600.0,5.83,Krzyki-Partynice,Krzyki
206,secondary,agency,669300.0,46.0,2,2016.0,floor_2,4.0,silikat,full_ownership,block,ready_to_use,"balcony, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring",14550.0,6.15,Swojczyce-Strachocin-Wojnów,Psie Pole
207,secondary,private,575000.0,45.21,2,2013.0,floor_6,7.0,reinforced_concrete,full_ownership,apartment,ready_to_use,"balcony, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring",12718.43,1.77,Przedmieście Oławskie,Krzyki
208,secondary,agency,645000.0,60.53,3,2021.0,floor_1,3.0,brick,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone",10655.87,6.39,Jagodno,Krzyki
209,primary,private,1169763.0,147.14,4,2023.0,ground_floor,3.0,silikat,full_ownership,block,to_completion,"garage, garden, lift, two_storey",plastic,boiler_room,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",7950.0,4.97,Księże,Krzyki
210,secondary,agency,425000.0,27.0,1,2021.0,floor_1,4.0,silikat,full_ownership,apartment,unknown,"basement, lift, usable_room",unknown,urban,0,15740.74,2.56,Szczepin,Stare Miasto
211,secondary,private,392000.0,27.0,2,1980.0,floor_7,10.0,concrete_plate,co_operative_ownership,block,ready_to_use,"basement, lift",plastic,urban,"anti_burglary_door, entryphone",14518.52,3.79,Grabiszyn-Grabiszynek,Fabryczna
212,secondary,agency,555000.0,52.12,2,2006.0,floor_1,3.0,unknown,unknown,block,ready_to_use,garage,unknown,urban,monitoring,10648.5,3.74,Karłowice-Różanka,Psie Pole
213,secondary,agency,840000.0,47.7,2,2016.0,floor_6,7.0,brick,full_ownership,apartment,ready_to_use,"air_conditioning, garage, lift, terrace",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring",17610.06,1.49,Przedmieście Oławskie,Krzyki
214,primary,agency,426017.0,47.38,3,2023.0,floor_5,5.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, garden, lift, terrace, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",8991.49,6.22,Jagodno,Krzyki
215,primary,agency,668000.0,48.0,2,2023.0,floor_7,7.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift, separate_kitchen",unknown,urban,entryphone,13916.67,2.06,Ołbin,Śródmieście
216,secondary,agency,420000.0,28.0,1,1959.0,floor_1,4.0,brick,full_ownership,tenement,ready_to_use,"basement, usable_room",plastic,urban,monitoring,15000.0,0.86,Przedmieście Świdnickie,Stare Miasto
217,secondary,agency,545000.0,56.0,3,1968.0,floor_2,4.0,brick,full_ownership,block,ready_to_use,"basement, usable_room",unknown,urban,0,9732.14,1.85,Powstańców Śląskich,Krzyki
218,secondary,agency,599000.0,84.3,4,1983.0,floor_4,4.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement, usable_room",unknown,urban,0,7105.58,8.9,Psie Pole-Zawidawie,Psie Pole
219,secondary,private,515000.0,54.0,3,1978.0,floor_1,10.0,unknown,full_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen, usable_room",wooden,urban,entryphone,9537.04,3.47,Gaj,Krzyki
220,secondary,agency,634000.0,66.8,3,1996.0,floor_4,4.0,unknown,unknown,block,ready_to_use,"balcony, basement",plastic,urban,entryphone,9491.02,1.49,Przedmieście Świdnickie,Stare Miasto
221,secondary,agency,625000.0,45.0,2,2017.0,ground_floor,6.0,unknown,full_ownership,apartment,ready_to_use,"balcony, lift",plastic,urban,"anti_burglary_door, entryphone",13888.89,1.88,Gajowice,Fabryczna
222,primary,developer,462210.0,55.64,2,2022.0,ground_floor,1.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,8307.15,8.14,Psie Pole-Zawidawie,Psie Pole
223,secondary,agency,630000.0,60.0,2,2008.0,floor_2,4.0,silikat,full_ownership,apartment,unknown,"balcony, garage, lift",unknown,urban,0,10500.0,5.79,Krzyki-Partynice,Krzyki
224,secondary,agency,910000.0,91.27,4,2008.0,floor_4,5.0,unknown,full_ownership,block,unknown,"balcony, garage, lift, separate_kitchen, two_storey",plastic,boiler_room,"anti_burglary_door, entryphone",9970.42,5.44,Krzyki-Partynice,Krzyki
225,secondary,agency,429000.0,39.0,2,1970.0,ground_floor,4.0,unknown,co_operative_ownership,block,ready_to_use,"balcony, basement, separate_kitchen, two_storey",plastic,urban,"entryphone, roller_shutters",11000.0,3.1,Szczepin,Stare Miasto
